evidence_id,name_ja,candidate_id,production_recipe_ids,wave,representability,decision_status,implementation_type,identity_set_status,identity_ingredient_count,existing_ingredient_count,new_ingredient_count,new_ingredient_ids,overlap_ratio,nearest_production_recipe_id,nearest_jaccard,collision_risk,collision_risk_reasons,required_capabilities,candidate_capabilities,runtime_contract_dependencies,sauce_base_status,sauce_base_ingredient_id,evidence_complete,blocker_types,review_item_types,dedicated_asset_required,pitz_price,unlock_fee,star_gate,non_star_condition,completion_gate
pizza-al-taglio-romana-pizzadb-p9,ピッツァアルタリオローマーナ,pizza-al-taglio-romana,,W5,NOT_REPRESENTABLE,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,3,0,,1.0,margherita,1.0,HIGH,DISCOVERY_IDENTITY_REVIEW|EXACT_PRODUCTION_INGREDIENT_SET|MATRIX_COLLISION_REF,DOUGH_VARIANT|PAN_BAKE|DOUGH_SHAPE_TARGET,,,family_derived,tomato-sauce,True,,SAME_INGREDIENT_SET_AS_CATALOG_RECIPE,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-feta-eliniki-pizzadb-p9,ピッツァフェッタエッリニキ,pizza-feta-eliniki,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,3,2,feta|fresh-tomato,0.6,fugazza,0.3333,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-fritta-pizzadb-p9,ピッツァフリッタ,pizza-fritta,,W5,NOT_REPRESENTABLE,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,pork|ricotta,0.5,salsiccia,0.4,LOW,,FRY_COOK,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-moscow-pizzadb-p9,ピッツァモスクワ,pizza-moscow,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,3,2,salmon|sardine,0.6,tonno-e-cipolla,0.5,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pinsa-romana-pizzadb-p9,ピンサロマーナ,pinsa-romana,,W4,PARTIAL,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,arugula|prosciutto-crudo,0.5,salsiccia,0.4,HIGH,MATRIX_COLLISION_REF,DOUGH_VARIANT,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
fathead-pizza-keto-pizzadb-p9,ファットヘッドピザ（ケト風）,fathead-pizza-keto,,W4,PARTIAL,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,3,0,,1.0,pepperoni,1.0,HIGH,DISCOVERY_IDENTITY_REVIEW|EXACT_PRODUCTION_INGREDIENT_SET|MATRIX_COLLISION_REF,DOUGH_VARIANT,,,family_derived,tomato-sauce,True,,SAME_INGREDIENT_SET_AS_CATALOG_RECIPE,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
philly-cheesesteak-pizza-pizzadb-p9,フィリーチーズステーキピザ,philly-cheesesteak-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,2,beef|green-pepper,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,SAUCELESS_RECIPE_CONTRACT,none,,False,UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
poutine-pizza-pizzadb-p10,プーティンピザ,poutine-pizza,,W4,PARTIAL,READY,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,cheese-curd|french-fries|gravy-sauce,0.25,salsiccia,0.1667,LOW,,DOUGH_VARIANT,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,gravy-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
feteer-meshaltet-pizzadb-p10,フェテイールメシャルテル,feteer-meshaltet,,W5,NOT_REPRESENTABLE,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,3,condensed-milk|honey|melted-butter,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,MULTI_SPREAD_LAYER|LAMINATE,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED|SCOPE_QUESTION|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
focaccia-genovese-pizzadb-p10,フォカッチャジェノヴェーゼ,focaccia-genovese,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,2,1,rock-salt,0.6667,pizza-bianca,0.6667,LOW,,DOUGH_VARIANT,,,listed,olive-oil,True,SCOPE_QUESTION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
fugazza-pizzadb-p10,フガザ,fugazza-pizzadb,fugazza,W0_CORRESPONDENCE,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,3,0,,1.0,fugazza,0.5,HIGH,DISCOVERY_IDENTITY_REVIEW|MATRIX_COLLISION_REF,DOUGH_VARIANT,,,none,,True,COMPOSITION_CONFLICT_SHIPPED|DISCOVERY_COLLISION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
fugazzetta-pizzadb-p10,フガゼッタ,fugazzetta,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,3,0,,1.0,fugazza,0.5,HIGH,DISCOVERY_IDENTITY_REVIEW|MATRIX_COLLISION_REF,DOUGH_VARIANT,,SAUCELESS_RECIPE_CONTRACT,none,,True,COMPOSITION_CONFLICT_CANDIDATE|DISCOVERY_COLLISION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
puttanesca-pizza-pizzadb-p10,プッタネスカ,puttanesca-pizza,,W1,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,4,1,capers,0.8,marinara,0.3333,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
burrata-pizza-pizzadb-p10,ブラータピザ,burrata-pizza,,W4,PARTIAL,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,burrata,0.75,margherita,0.4,LOW,,MULTI_SPREAD_LAYER,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
brazilian-calabresa-pizzadb-p10,ブラジリアン・カラブレーザ,brazilian-calabresa,,W3,FULL,READY_WITH_REVIEW,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,5,0,,1.0,capricciosa,0.375,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,,,,family_derived,tomato-sauce,True,,NAMING_CLUSTER,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
brazilian-catupiry-corn-pizza-pizzadb-p10,ブラジリアンカトゥピリコーンピザ,brazilian-catupiry-corn-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,1,2,catupiry|corn,0.3333,salsiccia,0.2,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
frango-catupiry-pizzadb-p10,フランゴ・コン・カトゥピリ,frango-catupiry,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,catupiry|chicken,0.5,napoletana,0.3333,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
full-english-pizza-pizzadb-p10,フルイングリッシュピザ,full-english-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,4,1,baked-beans,0.8,breakfast-pizza,0.5,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
fruit-dessert-pizza-pizzadb-p11,フルーツデザートピザ,fruit-dessert-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,4,blueberry|cream-cheese|kiwi|strawberry,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
bulgogi-pizza-pizzadb-p11,プルコギピザ,bulgogi-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,2,beef|white-sesame,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
frutti-di-mare-pizzadb-p11,フルッティディマーレ,frutti-di-mare-pizzadb,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,1,4,clam|mussel|shrimp|squid,0.2,salsiccia,0.1429,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,,,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_CANDIDATE,NAMING_CLUSTER,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
breakfast-pizza-pizzadb-p11,ブレックファーストピザ,breakfast-pizza-pizzadb,breakfast-pizza,W0_CORRESPONDENCE,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,3,1,cheddar,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,listed_unresolved,,False,COMPOSITION_CONFLICT_SHIPPED|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
prosciutto-funghi-pizzadb-p11,プロシュットフンギ,prosciutto-funghi,,W3,FULL,READY_WITH_REVIEW,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,prosciutto-crudo,0.75,funghi,0.75,HIGH,DISCOVERY_IDENTITY_REVIEW,,,,family_derived,tomato-sauce,True,,SAME_INGREDIENT_SET_AS_CATALOG_RECIPE,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
veggie-supreme-pizza-pizzadb-p11,ベジースプリームピザ,veggie-supreme-pizza,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,7,5,2,fresh-tomato|green-pepper,0.7143,capricciosa,0.4444,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pescatore-pizzadb-p11,ペスカトーレ,pescatore,,W4,PARTIAL,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,8,4,4,clam|mussel|parsley|shrimp,0.5,salsiccia,0.2222,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,MULTI_SPREAD_LAYER,,,family_derived,tomato-sauce,True,,NAMING_CLUSTER,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-caprese-pizzadb-p11,ペストカプレーゼピザ,pesto-caprese,,W1,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,fresh-tomato,0.75,margherita,0.4,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-gamberi-pizzadb-p11,ペストガンベリピザ,pesto-gamberi,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,fresh-tomato|shrimp,0.5,marinara,0.1667,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-salmone-pizzadb-p11,ペストサーモンピザ,pesto-salmone,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,cream-cheese|lemon|salmon,0.25,genovese,0.1667,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-genovese-pizza-pizzadb-p11,ペストジェノヴェーゼピザ,pesto-genovese-pizza,genovese,W0_CORRESPONDENCE,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,pine-nuts|potato,0.5,genovese,0.4,LOW,,,,,family_derived,pesto,True,COMPOSITION_CONFLICT_SHIPPED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-trapanese-pizzadb-p11,ペストトラパネーゼピザ,pesto-trapanese,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,almond|fresh-tomato,0.5,marinara,0.1667,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-tonno-pizzadb-p12,ペストトンノピザ,pesto-tonno,,W1,FULL,READY,RECIPE_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,4,0,,1.0,tonno-e-cipolla,0.3333,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-noci-pizzadb-p12,ペストノーチピザ,pesto-noci,,W4,PARTIAL,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,honey|walnut,0.5,genovese,0.1667,LOW,,MULTI_SPREAD_LAYER,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-patate-pizzadb-p12,ペストパターテピザ,pesto-patate,,W1,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,potato,0.75,genovese,0.4,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-burrata-pizzadb-p12,ペストブラータピザ,pesto-burrata,,W4,PARTIAL,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,burrata|fresh-tomato,0.5,pizza-bianca,0.2,LOW,,MULTI_SPREAD_LAYER,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-vegetariana-pizzadb-p12,ペストベジタリアーナピザ,pesto-vegetariana,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,2,3,bell-pepper|eggplant|zucchini,0.4,genovese,0.3333,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pesto-pollo-pizzadb-p12,ペストポッロピザ,pesto-pollo,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,chicken|fresh-tomato,0.5,genovese,0.4,LOW,,,,,family_derived,pesto,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
venezuelan-reina-pepiada-pizzadb-p12,ベネズエラレイナペピアーダピザ,venezuelan-reina-pepiada,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,4,avocado|chicken|cilantro|mayo,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
peruvian-aji-amarillo-pizzadb-p12,ペルーアヒアマリージョピザ,peruvian-aji-amarillo,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,2,aji-amarillo|chicken,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
polish-kielbasa-pizzadb-p12,ポーリッシュキエルバサピザ,polish-kielbasa,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,sauerkraut,0.75,salsiccia,0.4,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
boscaiola-pizzadb-p12,ボスカイオーラ,boscaiola-pizzadb,,W3,FULL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,porcini,0.75,salsiccia,0.4,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,COMPOSITION_CONFLICT_CANDIDATE,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
hot-honey-pepperoni-pizzadb-p12,ホットハニーペパロニピザ,hot-honey-pepperoni,,W4,PARTIAL,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,honey,0.75,pepperoni,0.75,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,MULTI_SPREAD_LAYER,LATE_ADDITION,,family_derived,tomato-sauce,True,,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
porchetta-pizza-pizzadb-p12,ポルケッタピザ,porchetta-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,2,1,pork,0.6667,pizza-bianca,0.25,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
natto-pizza,納豆ピザ,natto-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,4,green-onion|natto|nori|okra,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,LATE_ADDITION,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
peking-duck-pizza,北京ダックピザ,peking-duck-pizza,,W3,FULL,READY_WITH_REVIEW,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,1,4,cucumber|green-onion|peking-duck|sweet-bean-sauce,0.2,salsiccia,0.1429,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,sweet-bean-sauce,True,,PREPARED_COMPOSITE_INGREDIENT,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
mentaiko-mochi-pizza,明太子もちピザ,mentaiko-mochi-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,5,mayo|mentaiko|mochi|nori|shiso,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
manakish,マナキーシュ,manakish,,W4,PARTIAL,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,1,2,halloumi|zaatar,0.3333,pizza-bianca,0.25,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,DOUGH_VARIANT,,,listed,olive-oil,True,,SOURCE_INCONSISTENCY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
yuzu-shrimp-pizza,柚子えびピザ,yuzu-shrimp-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,shiso|shrimp|yuzu-kosho,0.25,salsiccia,0.1667,LOW,,,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,yuzu-kosho,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
wasabi-beef-pizza,わさび牛ピザ,wasabi-beef-pizza,,W4,PARTIAL,READY,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,2,3,beef|soy-sauce|wasabi,0.4,tonno-e-cipolla,0.2857,LOW,,LATE_ADDITION,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,soy-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
sichuan-eggplant-pizza,四川風ナスピザ,sichuan-eggplant-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,2,3,doubanjiang|eggplant|green-onion,0.4,salsiccia,0.1429,LOW,,,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,doubanjiang,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
yakiniku-pizza,焼肉ピザ,yakiniku-pizza,,W4,PARTIAL,READY,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,2,3,beef|white-sesame|yakiniku-sauce,0.4,tonno-e-cipolla,0.2857,LOW,,PREP_STEP,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,yakiniku-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-de-lomo-saltado,ロモ・サルタード・ピザ,pizza-de-lomo-saltado,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,3,beef|french-fries|fresh-tomato,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,PREP_STEP|LATE_ADDITION,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
lahmacun,ラフマジュン,lahmacun,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,3,bell-pepper|fresh-tomato|parsley,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT|MULTI_SPREAD_LAYER,LATE_ADDITION|SERVE_FORM,,family_derived,tomato-sauce,False,MECHANIC_INTERPRETATION|UNRESOLVED_INGREDIENT|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
porcini-pizza-pizzadb-p13,ポルチーニ茸のピザ,porcini-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,parsley|porcini,0.5,salsiccia,0.1667,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,COMPOSITION_CONFLICT_CANDIDATE,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
marinara-pizza-pizzadb-p13,マリナーラ,marinara-pizza,marinara,W0_CORRESPONDENCE,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,4,0,,1.0,marinara,0.75,LOW,,MULTI_SPREAD_LAYER,,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_SHIPPED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
meat-lovers-pizza-pizzadb-p13,ミートラバーズピザ,meat-lovers-pizza,meat-lovers,W0_CORRESPONDENCE,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,5,1,beef,0.8333,meat-lovers,0.7143,LOW,,,,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_SHIPPED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
